"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"
"ALOJAMIENTO"|7431459|54|"2023-02-10"|"Sites BAQ"
"ALOJAMIENTO"|6579461|54|"2023-02-11"|"Sites BAQ"
"ALOJAMIENTO"|1191400|54|"2023-02-12"|"Sites BAQ"
"ALOJAMIENTO"|2543200|54|"2023-02-13"|"Sites BAQ"
"ALOJAMIENTO"|3103400|54|"2023-02-14"|"Sites BAQ"
"ALOJAMIENTO"|4321605|54|"2023-02-15"|"Sites BAQ"
"ALOJAMIENTO"|5988220|54|"2023-02-16"|"Sites BAQ"
"ALOJAMIENTO"|16570939|54|"2023-02-17"|"Sites BAQ"
"ALOJAMIENTO"|15441483|54|"2023-02-18"|"Sites BAQ"
"ALOJAMIENTO"|12054605|54|"2023-02-19"|"Sites BAQ"
"ALOJAMIENTO"|2095885|54|"2023-02-20"|"Sites BAQ"
"ALOJAMIENTO"|606185|54|"2023-02-21"|"Sites BAQ"
"ALOJAMIENTO"|3658697|54|"2023-02-22"|"Sites BAQ"
"ALOJAMIENTO"|3188014|54|"2023-02-23"|"Sites BAQ"
"ALOJAMIENTO"|4321524|54|"2023-02-24"|"Sites BAQ"
"ALOJAMIENTO"|4688514|54|"2023-02-25"|"Sites BAQ"
"ALOJAMIENTO"|2266014|54|"2023-02-26"|"Sites BAQ"
"ALOJAMIENTO"|4085114|54|"2023-02-27"|"Sites BAQ"
"ALOJAMIENTO"|7672314|54|"2023-02-28"|"Sites BAQ"
"ALOJAMIENTO"|9042839|54|"2023-03-01"|"Sites BAQ"
"ALOJAMIENTO"|7911089|54|"2023-03-02"|"Sites BAQ"
"ALOJAMIENTO"|8130414|54|"2023-03-03"|"Sites BAQ"
"ALOJAMIENTO"|3995414|54|"2023-03-04"|"Sites BAQ"
"ALOJAMIENTO"|2763114|54|"2023-03-05"|"Sites BAQ"
"ALOJAMIENTO"|2508714|54|"2023-03-06"|"Sites BAQ"
"ALOJAMIENTO"|4234014|54|"2023-03-07"|"Sites BAQ"
"ALOJAMIENTO"|4748026|54|"2023-03-08"|"Sites BAQ"
"ALOJAMIENTO"|6916067|54|"2023-03-09"|"Sites BAQ"
"ALOJAMIENTO"|5814853|54|"2023-03-10"|"Sites BAQ"
"ALOJAMIENTO"|8106813|54|"2023-03-11"|"Sites BAQ"
"ALOJAMIENTO"|3036834|54|"2023-03-12"|"Sites BAQ"
"ALOJAMIENTO"|3429872|54|"2023-03-13"|"Sites BAQ"
"ALOJAMIENTO"|4862697|54|"2023-03-14"|"Sites BAQ"
"ALOJAMIENTO"|5666807|54|"2023-03-15"|"Sites BAQ"
"ALOJAMIENTO"|5139961|54|"2023-03-16"|"Sites BAQ"
"ALOJAMIENTO"|6045091|54|"2023-03-17"|"Sites BAQ"
"ALOJAMIENTO"|6702368|54|"2023-03-18"|"Sites BAQ"
"ALOJAMIENTO"|6928282|54|"2023-03-19"|"Sites BAQ"
"ALOJAMIENTO"|2396092|54|"2023-03-20"|"Sites BAQ"
"ALOJAMIENTO"|6988972|54|"2023-03-21"|"Sites BAQ"
"ALOJAMIENTO"|9296628|54|"2023-03-22"|"Sites BAQ"
"ALOJAMIENTO"|7696600|54|"2023-03-23"|"Sites BAQ"
"ALOJAMIENTO"|4401650|54|"2023-03-24"|"Sites BAQ"
"ALOJAMIENTO"|4887465.13|54|"2023-03-25"|"Sites BAQ"
"ALOJAMIENTO"|1527900|54|"2023-03-26"|"Sites BAQ"
"ALOJAMIENTO"|2989350|54|"2023-03-27"|"Sites BAQ"
"ALOJAMIENTO"|3224592|54|"2023-03-28"|"Sites BAQ"
"ALOJAMIENTO"|2904050|54|"2023-03-29"|"Sites BAQ"
"ALOJAMIENTO"|2941550|54|"2023-03-30"|"Sites BAQ"
"ALOJAMIENTO"|3057725|54|"2023-03-31"|"Sites BAQ"
"ALOJAMIENTO"|1542868|54|"2023-04-01"|"Sites BAQ"
"ALOJAMIENTO"|1128450|54|"2023-04-02"|"Sites BAQ"
"ALOJAMIENTO"|3576941|54|"2023-04-03"|"Sites BAQ"
"ALOJAMIENTO"|4083530|54|"2023-04-04"|"Sites BAQ"
"ALOJAMIENTO"|3651115|54|"2023-04-05"|"Sites BAQ"
"ALOJAMIENTO"|3105227|54|"2023-04-06"|"Sites BAQ"
"ALOJAMIENTO"|3177416|54|"2023-04-07"|"Sites BAQ"
"ALOJAMIENTO"|4208830|54|"2023-04-08"|"Sites BAQ"
"ALOJAMIENTO"|3018796|54|"2023-04-09"|"Sites BAQ"
"ALOJAMIENTO"|3288640|54|"2023-04-10"|"Sites BAQ"
"ALOJAMIENTO"|3429295|54|"2023-04-11"|"Sites BAQ"
"ALOJAMIENTO"|2456800|54|"2023-04-12"|"Sites BAQ"
"ALOJAMIENTO"|5367871|54|"2023-04-13"|"Sites BAQ"
"ALOJAMIENTO"|2731220|54|"2023-04-14"|"Sites BAQ"
"ALOJAMIENTO"|2611440|54|"2023-04-15"|"Sites BAQ"
"ALOJAMIENTO"|1041700|54|"2023-04-16"|"Sites BAQ"
"ALOJAMIENTO"|1617680|54|"2023-04-17"|"Sites BAQ"
"ALOJAMIENTO"|2618685|54|"2023-04-18"|"Sites BAQ"
"ALOJAMIENTO"|2035825|54|"2023-04-19"|"Sites BAQ"
"ALOJAMIENTO"|1841490|54|"2023-04-20"|"Sites BAQ"
"ALOJAMIENTO"|3726180|54|"2023-04-21"|"Sites BAQ"
"ALOJAMIENTO"|1070500|54|"2023-04-22"|"Sites BAQ"
"ALOJAMIENTO"|887200|54|"2023-04-23"|"Sites BAQ"
"ALOJAMIENTO"|1715000|54|"2023-04-24"|"Sites BAQ"
"ALOJAMIENTO"|3106000|54|"2023-04-25"|"Sites BAQ"
"ALOJAMIENTO"|2063760|54|"2023-04-26"|"Sites BAQ"
"ALOJAMIENTO"|6941692|54|"2023-04-27"|"Sites BAQ"
"ALOJAMIENTO"|2889982|54|"2023-04-28"|"Sites BAQ"
"ALOJAMIENTO"|3074922|54|"2023-04-29"|"Sites BAQ"
"ALOJAMIENTO"|2487922|54|"2023-04-30"|"Sites BAQ"
"ALOJAMIENTO"|874060|54|"2023-05-01"|"Sites BAQ"
"ALOJAMIENTO"|5644779|54|"2023-05-02"|"Sites BAQ"
"ALOJAMIENTO"|9233169|54|"2023-05-03"|"Sites BAQ"
"ALOJAMIENTO"|2826894|54|"2023-05-04"|"Sites BAQ"
"ALOJAMIENTO"|3545604|54|"2023-05-05"|"Sites BAQ"
"ALOJAMIENTO"|3538376|54|"2023-05-06"|"Sites BAQ"
"ALOJAMIENTO"|2507766|54|"2023-05-07"|"Sites BAQ"
"ALOJAMIENTO"|2155216|54|"2023-05-08"|"Sites BAQ"
"ALOJAMIENTO"|3331066|54|"2023-05-09"|"Sites BAQ"
"ALOJAMIENTO"|3058166|54|"2023-05-10"|"Sites BAQ"
"ALOJAMIENTO"|2979741|54|"2023-05-11"|"Sites BAQ"
"ALOJAMIENTO"|3413932|54|"2023-05-12"|"Sites BAQ"
"ALOJAMIENTO"|1313332|54|"2023-05-13"|"Sites BAQ"
"ALOJAMIENTO"|717975|54|"2023-05-14"|"Sites BAQ"
"ALOJAMIENTO"|1472600|54|"2023-05-15"|"Sites BAQ"
"ALOJAMIENTO"|2268200|54|"2023-05-16"|"Sites BAQ"
"ALOJAMIENTO"|5234314|54|"2023-05-17"|"Sites BAQ"
"ALOJAMIENTO"|5692114|54|"2023-05-18"|"Sites BAQ"
"ALOJAMIENTO"|1690200|54|"2023-05-19"|"Sites BAQ"
"ALOJAMIENTO"|2124100|54|"2023-05-20"|"Sites BAQ"
"ALOJAMIENTO"|2464800|54|"2023-05-21"|"Sites BAQ"
"ALOJAMIENTO"|490000|54|"2023-05-22"|"Sites BAQ"
"ALOJAMIENTO"|3218000|54|"2023-05-23"|"Sites BAQ"
"ALOJAMIENTO"|6823674|54|"2023-05-24"|"Sites BAQ"
"ALOJAMIENTO"|5954966|54|"2023-05-25"|"Sites BAQ"
"ALOJAMIENTO"|3120266|54|"2023-05-26"|"Sites BAQ"
"ALOJAMIENTO"|1327282|54|"2023-05-27"|"Sites BAQ"
"ALOJAMIENTO"|1085182|54|"2023-05-28"|"Sites BAQ"
"ALOJAMIENTO"|2631500|54|"2023-05-29"|"Sites BAQ"
"ALOJAMIENTO"|2612300|54|"2023-05-30"|"Sites BAQ"
"ALOJAMIENTO"|2508800|54|"2023-05-31"|"Sites BAQ"
"ALOJAMIENTO"|2434900|54|"2023-06-01"|"Sites BAQ"
"ALOJAMIENTO"|3255900|54|"2023-06-02"|"Sites BAQ"
"ALOJAMIENTO"|2663500|54|"2023-06-03"|"Sites BAQ"
"ALOJAMIENTO"|1437500|54|"2023-06-04"|"Sites BAQ"
"ALOJAMIENTO"|2333600|54|"2023-06-05"|"Sites BAQ"
"ALOJAMIENTO"|5370617|54|"2023-06-06"|"Sites BAQ"
"ALOJAMIENTO"|7961517|54|"2023-06-07"|"Sites BAQ"
"ALOJAMIENTO"|5679100|54|"2023-06-08"|"Sites BAQ"
"ALOJAMIENTO"|3875200|54|"2023-06-09"|"Sites BAQ"
"ALOJAMIENTO"|3156800|54|"2023-06-10"|"Sites BAQ"
"ALOJAMIENTO"|4260291|54|"2023-06-11"|"Sites BAQ"
"ALOJAMIENTO"|1768190|54|"2023-06-12"|"Sites BAQ"
"ALOJAMIENTO"|3016286|54|"2023-06-13"|"Sites BAQ"
"ALOJAMIENTO"|3653794|54|"2023-06-14"|"Sites BAQ"
"ALOJAMIENTO"|4155794|54|"2023-06-15"|"Sites BAQ"
"ALOJAMIENTO"|3481985|54|"2023-06-16"|"Sites BAQ"
"ALOJAMIENTO"|1920985|54|"2023-06-17"|"Sites BAQ"
"ALOJAMIENTO"|1645190|54|"2023-06-18"|"Sites BAQ"
"ALOJAMIENTO"|170090|54|"2023-06-19"|"Sites BAQ"
"ALOJAMIENTO"|1371270|54|"2023-06-20"|"Sites BAQ"
"ALOJAMIENTO"|2313480|54|"2023-06-21"|"Sites BAQ"
"ALOJAMIENTO"|3106100|54|"2023-06-22"|"Sites BAQ"
"ALOJAMIENTO"|5000490|54|"2023-06-23"|"Sites BAQ"
"ALOJAMIENTO"|3351476|54|"2023-06-24"|"Sites BAQ"
"ALOJAMIENTO"|2385900|54|"2023-06-25"|"Sites BAQ"
"ALOJAMIENTO"|6533100|54|"2023-06-26"|"Sites BAQ"
"ALOJAMIENTO"|4935100|54|"2023-06-27"|"Sites BAQ"
"ALOJAMIENTO"|4606123|54|"2023-06-28"|"Sites BAQ"
"ALOJAMIENTO"|4296200|54|"2023-06-29"|"Sites BAQ"
"ALOJAMIENTO"|5079584|54|"2023-06-30"|"Sites BAQ"
"ALOJAMIENTO"|6427193|54|"2023-07-01"|"Sites BAQ"
"ALOJAMIENTO"|6026291|54|"2023-07-02"|"Sites BAQ"
"ALOJAMIENTO"|5596611|54|"2023-07-03"|"Sites BAQ"
"ALOJAMIENTO"|2453471|54|"2023-07-04"|"Sites BAQ"
"ALOJAMIENTO"|4920868|54|"2023-07-05"|"Sites BAQ"
"ALOJAMIENTO"|7075630|54|"2023-07-06"|"Sites BAQ"
"ALOJAMIENTO"|4424368|54|"2023-07-07"|"Sites BAQ"
"ALOJAMIENTO"|3664673|54|"2023-07-08"|"Sites BAQ"
"ALOJAMIENTO"|2022972|54|"2023-07-09"|"Sites BAQ"
"ALOJAMIENTO"|2685862|54|"2023-07-10"|"Sites BAQ"
"ALOJAMIENTO"|3797688|54|"2023-07-11"|"Sites BAQ"
"ALOJAMIENTO"|5783989|54|"2023-07-12"|"Sites BAQ"
"ALOJAMIENTO"|5025316|54|"2023-07-13"|"Sites BAQ"
"ALOJAMIENTO"|4619859|54|"2023-07-14"|"Sites BAQ"
"ALOJAMIENTO"|3960752|54|"2023-07-15"|"Sites BAQ"
"ALOJAMIENTO"|2758269|54|"2023-07-16"|"Sites BAQ"
"ALOJAMIENTO"|2906259|54|"2023-07-17"|"Sites BAQ"
"ALOJAMIENTO"|3234069|54|"2023-07-18"|"Sites BAQ"
"ALOJAMIENTO"|2396169|54|"2023-07-19"|"Sites BAQ"
"ALOJAMIENTO"|2964559|54|"2023-07-20"|"Sites BAQ"
"ALOJAMIENTO"|3932445|54|"2023-07-21"|"Sites BAQ"
"ALOJAMIENTO"|6235080|54|"2023-07-22"|"Sites BAQ"
"ALOJAMIENTO"|1967367|54|"2023-07-23"|"Sites BAQ"
"ALOJAMIENTO"|2962160|54|"2023-07-24"|"Sites BAQ"
"ALOJAMIENTO"|3931739.02|54|"2023-07-25"|"Sites BAQ"
"ALOJAMIENTO"|2726365|54|"2023-07-26"|"Sites BAQ"
"ALOJAMIENTO"|4678333.98|54|"2023-07-27"|"Sites BAQ"
"ALOJAMIENTO"|4150087|54|"2023-07-28"|"Sites BAQ"
"ALOJAMIENTO"|5616802|54|"2023-07-29"|"Sites BAQ"
"ALOJAMIENTO"|2988079|54|"2023-07-30"|"Sites BAQ"
"ALOJAMIENTO"|3399129|54|"2023-07-31"|"Sites BAQ"
"ALOJAMIENTO"|3563671|54|"2023-08-01"|"Sites BAQ"
"ALOJAMIENTO"|3587622|54|"2023-08-02"|"Sites BAQ"
"ALOJAMIENTO"|2423807|54|"2023-08-03"|"Sites BAQ"
"ALOJAMIENTO"|4427679|54|"2023-08-04"|"Sites BAQ"
"ALOJAMIENTO"|4003619|54|"2023-08-05"|"Sites BAQ"
"ALOJAMIENTO"|4957578|54|"2023-08-06"|"Sites BAQ"
"ALOJAMIENTO"|2370660|54|"2023-08-07"|"Sites BAQ"
"ALOJAMIENTO"|2777840|54|"2023-08-08"|"Sites BAQ"
"ALOJAMIENTO"|4615220|54|"2023-08-09"|"Sites BAQ"
"ALOJAMIENTO"|8183470|54|"2023-08-10"|"Sites BAQ"
"ALOJAMIENTO"|7225090|54|"2023-08-11"|"Sites BAQ"
"ALOJAMIENTO"|2637967|54|"2023-08-12"|"Sites BAQ"
"ALOJAMIENTO"|1815457|54|"2023-08-13"|"Sites BAQ"
"ALOJAMIENTO"|3134487|54|"2023-08-14"|"Sites BAQ"
"ALOJAMIENTO"|3730409|54|"2023-08-15"|"Sites BAQ"
"ALOJAMIENTO"|2890835|54|"2023-08-16"|"Sites BAQ"
"ALOJAMIENTO"|2773783|54|"2023-08-17"|"Sites BAQ"
"ALOJAMIENTO"|3979032|54|"2023-08-18"|"Sites BAQ"
"ALOJAMIENTO"|3000912|54|"2023-08-19"|"Sites BAQ"
"ALOJAMIENTO"|2699112|54|"2023-08-20"|"Sites BAQ"
"ALOJAMIENTO"|1898116|54|"2023-08-21"|"Sites BAQ"
"ALOJAMIENTO"|1686702|54|"2023-08-22"|"Sites BAQ"
"ALOJAMIENTO"|2527332|54|"2023-08-23"|"Sites BAQ"
"ALOJAMIENTO"|2603948|54|"2023-08-24"|"Sites BAQ"
"ALOJAMIENTO"|3789412|54|"2023-08-25"|"Sites BAQ"
"ALOJAMIENTO"|1186302|54|"2023-08-26"|"Sites BAQ"
"ALOJAMIENTO"|1276212|54|"2023-08-27"|"Sites BAQ"
"ALOJAMIENTO"|1165706|54|"2023-08-28"|"Sites BAQ"
"ALOJAMIENTO"|2086476|54|"2023-08-29"|"Sites BAQ"
"ALOJAMIENTO"|2746934|54|"2023-08-30"|"Sites BAQ"
"ALOJAMIENTO"|3833324|54|"2023-08-31"|"Sites BAQ"
"ALOJAMIENTO"|5719374|54|"2023-09-01"|"Sites BAQ"
"ALOJAMIENTO"|2662074|54|"2023-09-02"|"Sites BAQ"
"ALOJAMIENTO"|1468416|54|"2023-09-03"|"Sites BAQ"
"ALOJAMIENTO"|2013364|54|"2023-09-04"|"Sites BAQ"
"ALOJAMIENTO"|1923494|54|"2023-09-05"|"Sites BAQ"
"ALOJAMIENTO"|7869568|54|"2023-09-06"|"Sites BAQ"
"ALOJAMIENTO"|17810438|54|"2023-09-07"|"Sites BAQ"
"ALOJAMIENTO"|3068199|54|"2023-09-08"|"Sites BAQ"
"ALOJAMIENTO"|2437351|54|"2023-09-09"|"Sites BAQ"
"ALOJAMIENTO"|1434678|54|"2023-09-10"|"Sites BAQ"
"ALOJAMIENTO"|4658222|54|"2023-09-11"|"Sites BAQ"
"ALOJAMIENTO"|4072162|54|"2023-09-12"|"Sites BAQ"
"ALOJAMIENTO"|4877892|54|"2023-09-13"|"Sites BAQ"
"ALOJAMIENTO"|4217774|54|"2023-09-14"|"Sites BAQ"
"ALOJAMIENTO"|3882844|54|"2023-09-15"|"Sites BAQ"
"ALOJAMIENTO"|3751640|54|"2023-09-16"|"Sites BAQ"
"ALOJAMIENTO"|1623930|54|"2023-09-17"|"Sites BAQ"
"ALOJAMIENTO"|3128990|54|"2023-09-18"|"Sites BAQ"
"ALOJAMIENTO"|3694950|54|"2023-09-19"|"Sites BAQ"
"ALOJAMIENTO"|6616382|54|"2023-09-20"|"Sites BAQ"
"ALOJAMIENTO"|6350730|54|"2023-09-21"|"Sites BAQ"
"ALOJAMIENTO"|3462229|54|"2023-09-22"|"Sites BAQ"
"ALOJAMIENTO"|3809255|54|"2023-09-23"|"Sites BAQ"
"ALOJAMIENTO"|1814239|54|"2023-09-24"|"Sites BAQ"
"ALOJAMIENTO"|2827949|54|"2023-09-25"|"Sites BAQ"
"ALOJAMIENTO"|3555245|54|"2023-09-26"|"Sites BAQ"
"ALOJAMIENTO"|8111693|54|"2023-09-27"|"Sites BAQ"
"ALOJAMIENTO"|8947417|54|"2023-09-28"|"Sites BAQ"
"ALOJAMIENTO"|5307099|54|"2023-09-29"|"Sites BAQ"
"ALOJAMIENTO"|4659802|54|"2023-09-30"|"Sites BAQ"
"ALOJAMIENTO"|4725483|54|"2023-10-01"|"Sites BAQ"
"ALOJAMIENTO"|5734708|54|"2023-10-02"|"Sites BAQ"
"ALOJAMIENTO"|7271612|54|"2023-10-03"|"Sites BAQ"
"ALOJAMIENTO"|8921345|54|"2023-10-04"|"Sites BAQ"
"ALOJAMIENTO"|8795149|54|"2023-10-05"|"Sites BAQ"
"ALOJAMIENTO"|7519130|54|"2023-10-06"|"Sites BAQ"
"ALOJAMIENTO"|3974502|54|"2023-10-07"|"Sites BAQ"
"ALOJAMIENTO"|1993251|54|"2023-10-08"|"Sites BAQ"
"ALOJAMIENTO"|4859866|54|"2023-10-09"|"Sites BAQ"
"ALOJAMIENTO"|4923852|54|"2023-10-10"|"Sites BAQ"
"ALOJAMIENTO"|13276146|54|"2023-10-11"|"Sites BAQ"
"ALOJAMIENTO"|26675666|54|"2023-10-12"|"Sites BAQ"
"ALOJAMIENTO"|5945550|54|"2023-10-13"|"Sites BAQ"
"ALOJAMIENTO"|5813775|54|"2023-10-14"|"Sites BAQ"
"ALOJAMIENTO"|6604011|54|"2023-10-15"|"Sites BAQ"
"ALOJAMIENTO"|3515921|54|"2023-10-16"|"Sites BAQ"
"ALOJAMIENTO"|3910586|54|"2023-10-17"|"Sites BAQ"
"ALOJAMIENTO"|9946886|54|"2023-10-18"|"Sites BAQ"
"ALOJAMIENTO"|10459490|54|"2023-10-19"|"Sites BAQ"
"ALOJAMIENTO"|6843693|54|"2023-10-20"|"Sites BAQ"
"ALOJAMIENTO"|4580971|54|"2023-10-21"|"Sites BAQ"
"ALOJAMIENTO"|1672987|54|"2023-10-22"|"Sites BAQ"
"ALOJAMIENTO"|2440059|54|"2023-10-23"|"Sites BAQ"
"ALOJAMIENTO"|2064566|54|"2023-10-24"|"Sites BAQ"
"ALOJAMIENTO"|1929924|54|"2023-10-25"|"Sites BAQ"
"ALOJAMIENTO"|2654201|54|"2023-10-26"|"Sites BAQ"
"ALOJAMIENTO"|2292562|54|"2023-10-27"|"Sites BAQ"
"ALOJAMIENTO"|1850658|54|"2023-10-28"|"Sites BAQ"
"ALOJAMIENTO"|1028834|54|"2023-10-29"|"Sites BAQ"
"ALOJAMIENTO"|1302156|54|"2023-10-30"|"Sites BAQ"
"ALOJAMIENTO"|3362454|54|"2023-10-31"|"Sites BAQ"
"ALOJAMIENTO"|9983681|54|"2023-11-01"|"Sites BAQ"
"ALOJAMIENTO"|9691516|54|"2023-11-02"|"Sites BAQ"
"ALOJAMIENTO"|4991902|54|"2023-11-03"|"Sites BAQ"
"ALOJAMIENTO"|3575882|54|"2023-11-04"|"Sites BAQ"
"ALOJAMIENTO"|2764352|54|"2023-11-05"|"Sites BAQ"
"ALOJAMIENTO"|1338468|54|"2023-11-06"|"Sites BAQ"
"ALOJAMIENTO"|2059861|54|"2023-11-07"|"Sites BAQ"
"ALOJAMIENTO"|4608381|54|"2023-11-08"|"Sites BAQ"
"ALOJAMIENTO"|5915297|54|"2023-11-09"|"Sites BAQ"
"ALOJAMIENTO"|5427444|54|"2023-11-10"|"Sites BAQ"
"ALOJAMIENTO"|8028252|54|"2023-11-11"|"Sites BAQ"
"ALOJAMIENTO"|6147500|54|"2023-11-12"|"Sites BAQ"
"ALOJAMIENTO"|1906384|54|"2023-11-13"|"Sites BAQ"
"ALOJAMIENTO"|4774764|54|"2023-11-14"|"Sites BAQ"
"ALOJAMIENTO"|14992508|54|"2023-11-15"|"Sites BAQ"
"ALOJAMIENTO"|25860970|54|"2023-11-16"|"Sites BAQ"
"ALOJAMIENTO"|3805035|54|"2023-11-17"|"Sites BAQ"
"ALOJAMIENTO"|3083051|54|"2023-11-18"|"Sites BAQ"
"ALOJAMIENTO"|1993775|54|"2023-11-19"|"Sites BAQ"
"ALOJAMIENTO"|2879481|54|"2023-11-20"|"Sites BAQ"
"ALOJAMIENTO"|5053023|54|"2023-11-21"|"Sites BAQ"
"ALOJAMIENTO"|9036520|54|"2023-11-22"|"Sites BAQ"
"ALOJAMIENTO"|10253122|54|"2023-11-23"|"Sites BAQ"
"ALOJAMIENTO"|11478598|54|"2023-11-24"|"Sites BAQ"
"ALOJAMIENTO"|10503634|54|"2023-11-25"|"Sites BAQ"
"ALOJAMIENTO"|5053572|54|"2023-11-26"|"Sites BAQ"
"ALOJAMIENTO"|4220524|54|"2023-11-27"|"Sites BAQ"
"ALOJAMIENTO"|3967027|54|"2023-11-28"|"Sites BAQ"
"ALOJAMIENTO"|4060345|54|"2023-11-29"|"Sites BAQ"
"ALOJAMIENTO"|3508557|54|"2023-11-30"|"Sites BAQ"
"ALOJAMIENTO"|2248670|54|"2023-12-01"|"Sites BAQ"
"ALOJAMIENTO"|2758865|54|"2023-12-02"|"Sites BAQ"
"ALOJAMIENTO"|1760095|54|"2023-12-03"|"Sites BAQ"
"ALOJAMIENTO"|4980267.92|54|"2023-12-04"|"Sites BAQ"
"ALOJAMIENTO"|4872207|54|"2023-12-05"|"Sites BAQ"
"ALOJAMIENTO"|2922327|54|"2023-12-06"|"Sites BAQ"
"ALOJAMIENTO"|3046617|54|"2023-12-07"|"Sites BAQ"
"ALOJAMIENTO"|3319186.64|54|"2023-12-08"|"Sites BAQ"
"ALOJAMIENTO"|2653180|54|"2023-12-09"|"Sites BAQ"
"ALOJAMIENTO"|1758832|54|"2023-12-10"|"Sites BAQ"
"ALOJAMIENTO"|2764609|54|"2023-12-11"|"Sites BAQ"
"ALOJAMIENTO"|2903080|54|"2023-12-12"|"Sites BAQ"
"ALOJAMIENTO"|3198307|54|"2023-12-13"|"Sites BAQ"
"ALOJAMIENTO"|3166006|54|"2023-12-14"|"Sites BAQ"
"ALOJAMIENTO"|4407121|54|"2023-12-15"|"Sites BAQ"
"ALOJAMIENTO"|7000967|54|"2023-12-16"|"Sites BAQ"
"ALOJAMIENTO"|5849320|54|"2023-12-17"|"Sites BAQ"
"ALOJAMIENTO"|6136717|54|"2023-12-18"|"Sites BAQ"
"ALOJAMIENTO"|3111259|54|"2023-12-19"|"Sites BAQ"
"ALOJAMIENTO"|4164970|54|"2023-12-20"|"Sites BAQ"
"ALOJAMIENTO"|4188943|54|"2023-12-21"|"Sites BAQ"
"ALOJAMIENTO"|3126644|54|"2023-12-22"|"Sites BAQ"
"ALOJAMIENTO"|2613208|54|"2023-12-23"|"Sites BAQ"
"ALOJAMIENTO"|1616411|54|"2023-12-24"|"Sites BAQ"
"ALOJAMIENTO"|3567052|54|"2023-12-25"|"Sites BAQ"
"ALOJAMIENTO"|2503032|54|"2023-12-26"|"Sites BAQ"
"ALOJAMIENTO"|3236096|54|"2023-12-27"|"Sites BAQ"
"ALOJAMIENTO"|2623631|54|"2023-12-28"|"Sites BAQ"
"ALOJAMIENTO"|3541399|54|"2023-12-29"|"Sites BAQ"
"ALOJAMIENTO"|4147463|54|"2023-12-30"|"Sites BAQ"
"ALOJAMIENTO"|5127279|54|"2023-12-31"|"Sites BAQ"
"ALOJAMIENTO"|4110696|54|"2024-01-01"|"Sites BAQ"
"ALOJAMIENTO"|4707193|54|"2024-01-02"|"Sites BAQ"
"ALOJAMIENTO"|5613850|54|"2024-01-03"|"Sites BAQ"
"ALOJAMIENTO"|6162338|54|"2024-01-04"|"Sites BAQ"
"ALOJAMIENTO"|7885099|54|"2024-01-05"|"Sites BAQ"
"ALOJAMIENTO"|7494780|54|"2024-01-06"|"Sites BAQ"
"ALOJAMIENTO"|5329899|54|"2024-01-07"|"Sites BAQ"
"ALOJAMIENTO"|3193357|54|"2024-01-08"|"Sites BAQ"
