Titulo;Valor;Id;Fecha;Propiedad
ALOJAMIENTO; 17.920.372 ;54;12/04/25;Sites 45
ALOJAMIENTO; 17.944.308 ;54;13/04/25;Sites 45
ALOJAMIENTO; 17.187.088 ;54;14/04/25;Sites 45
ALOJAMIENTO; 17.203.713 ;54;15/04/25;Sites 45
ALOJAMIENTO; 17.694.978 ;54;16/04/25;Sites 45
ALOJAMIENTO; 18.678.411 ;54;17/04/25;Sites 45
ALOJAMIENTO; 18.139.420 ;54;18/04/25;Sites 45
ALOJAMIENTO; 17.113.340 ;54;19/04/25;Sites 45
ALOJAMIENTO; 13.655.348 ;54;20/04/25;Sites 45
ALOJAMIENTO; 15.485.521 ;54;21/04/25;Sites 45
ALOJAMIENTO; 13.355.603 ;54;22/04/25;Sites 45
ALOJAMIENTO; 16.450.554 ;54;23/04/25;Sites 45
ALOJAMIENTO; 18.465.511 ;54;24/04/25;Sites 45
ALOJAMIENTO; 20.162.509 ;54;25/04/25;Sites 45
ALOJAMIENTO; 19.621.918 ;54;26/04/25;Sites 45
ALOJAMIENTO; 14.252.128 ;54;27/04/25;Sites 45
ALOJAMIENTO; 13.939.492 ;54;28/04/25;Sites 45
ALOJAMIENTO; 14.902.992 ;54;29/04/25;Sites 45
ALOJAMIENTO; 14.690.853 ;54;30/04/25;Sites 45
ALOJAMIENTO; 15.689.116 ;54;1/05/25;Sites 45
ALOJAMIENTO; 19.361.731 ;54;2/05/25;Sites 45
ALOJAMIENTO; 18.918.230 ;54;3/05/25;Sites 45
ALOJAMIENTO; 16.377.408 ;54;4/05/25;Sites 45
ALOJAMIENTO; 15.172.507 ;54;5/05/25;Sites 45
ALOJAMIENTO; 14.656.458 ;54;6/05/25;Sites 45
ALOJAMIENTO; 12.592.933 ;54;7/05/25;Sites 45
ALOJAMIENTO; 15.601.202 ;54;8/05/25;Sites 45
ALOJAMIENTO; 16.378.292 ;54;9/05/25;Sites 45
ALOJAMIENTO; 15.534.836 ;54;10/05/25;Sites 45
ALOJAMIENTO; 16.941.232 ;54;11/05/25;Sites 45
ALOJAMIENTO; 16.773.303 ;54;12/05/25;Sites 45
ALOJAMIENTO; 19.589.552 ;54;13/05/25;Sites 45
ALOJAMIENTO; 17.852.760 ;54;14/05/25;Sites 45
ALOJAMIENTO; 16.774.169 ;54;15/05/25;Sites 45
ALOJAMIENTO; 17.448.569 ;54;16/05/25;Sites 45
ALOJAMIENTO; 17.182.915 ;54;17/05/25;Sites 45
ALOJAMIENTO; 15.618.408 ;54;18/05/25;Sites 45
ALOJAMIENTO; 14.860.326 ;54;19/05/25;Sites 45
ALOJAMIENTO; 15.623.102 ;54;20/05/25;Sites 45
ALOJAMIENTO; 16.379.363 ;54;21/05/25;Sites 45
ALOJAMIENTO; 18.226.494 ;54;22/05/25;Sites 45
ALOJAMIENTO; 18.880.398 ;54;23/05/25;Sites 45
ALOJAMIENTO; 17.215.243 ;54;24/05/25;Sites 45
ALOJAMIENTO; 18.785.168 ;54;25/05/25;Sites 45
ALOJAMIENTO; 19.503.669 ;54;26/05/25;Sites 45
ALOJAMIENTO; 18.298.954 ;54;27/05/25;Sites 45
ALOJAMIENTO; 20.901.092 ;54;28/05/25;Sites 45
ALOJAMIENTO; 19.556.068 ;54;29/05/25;Sites 45
ALOJAMIENTO; 16.436.022 ;54;30/05/25;Sites 45
ALOJAMIENTO; 14.382.894 ;54;31/05/25;Sites 45
ALOJAMIENTO; 14.790.273 ;54;1/06/25;Sites 45
ALOJAMIENTO; 12.221.998 ;54;2/06/25;Sites 45
ALOJAMIENTO; 12.392.523 ;54;3/06/25;Sites 45
ALOJAMIENTO; 13.736.241 ;54;4/06/25;Sites 45
ALOJAMIENTO; 15.660.563 ;54;5/06/25;Sites 45
ALOJAMIENTO; 16.390.096 ;54;6/06/25;Sites 45
ALOJAMIENTO; 16.282.925 ;54;7/06/25;Sites 45
ALOJAMIENTO; 18.377.806 ;54;8/06/25;Sites 45
ALOJAMIENTO; 19.224.165 ;54;9/06/25;Sites 45
ALOJAMIENTO; 18.232.325 ;54;10/06/25;Sites 45
ALOJAMIENTO; 19.817.020 ;54;11/06/25;Sites 45
ALOJAMIENTO; 21.083.133 ;54;12/06/25;Sites 45
ALOJAMIENTO; 19.606.438 ;54;13/06/25;Sites 45
ALOJAMIENTO; 18.617.229 ;54;14/06/25;Sites 45
ALOJAMIENTO; 14.750.341 ;54;15/06/25;Sites 45
ALOJAMIENTO; 15.893.930 ;54;16/06/25;Sites 45
ALOJAMIENTO; 17.382.696 ;54;17/06/25;Sites 45
ALOJAMIENTO; 17.712.029 ;54;18/06/25;Sites 45
ALOJAMIENTO; 18.540.488 ;54;19/06/25;Sites 45
ALOJAMIENTO; 22.149.073 ;54;20/06/25;Sites 45
ALOJAMIENTO; 23.390.712 ;54;21/06/25;Sites 45
ALOJAMIENTO; 22.098.407 ;54;22/06/25;Sites 45
ALOJAMIENTO; 19.716.784 ;54;23/06/25;Sites 45
ALOJAMIENTO; 23.771.844 ;54;24/06/25;Sites 45
ALOJAMIENTO; 19.822.558 ;54;25/06/25;Sites 45
ALOJAMIENTO; 18.444.048 ;54;26/06/25;Sites 45
ALOJAMIENTO; 18.829.436 ;54;27/06/25;Sites 45
ALOJAMIENTO; 23.233.518 ;54;28/06/25;Sites 45
ALOJAMIENTO; 27.407.782 ;54;29/06/25;Sites 45
ALOJAMIENTO; 24.632.725 ;54;30/06/25;Sites 45
ALOJAMIENTO; 21.180.474 ;54;1/07/25;Sites 45
ALOJAMIENTO; 19.855.071 ;54;2/07/25;Sites 45
ALOJAMIENTO; 20.118.676 ;54;3/07/25;Sites 45
ALOJAMIENTO; 19.773.000 ;54;4/07/25;Sites 45
ALOJAMIENTO; 22.063.516 ;54;5/07/25;Sites 45
ALOJAMIENTO; 23.022.046 ;54;6/07/25;Sites 45
ALOJAMIENTO; 23.460.960 ;54;7/07/25;Sites 45
ALOJAMIENTO; 24.098.999 ;54;8/07/25;Sites 45
ALOJAMIENTO; 20.666.927 ;54;9/07/25;Sites 45
ALOJAMIENTO; 18.775.760 ;54;10/07/25;Sites 45
ALOJAMIENTO; 23.407.907 ;54;11/07/25;Sites 45
ALOJAMIENTO; 21.230.538 ;54;12/07/25;Sites 45
ALOJAMIENTO; 22.306.573 ;54;13/07/25;Sites 45
ALOJAMIENTO; 23.492.833 ;54;14/07/25;Sites 45
ALOJAMIENTO; 24.715.709 ;54;15/07/25;Sites 45
ALOJAMIENTO; 25.026.395 ;54;16/07/25;Sites 45
ALOJAMIENTO; 25.539.062 ;54;17/07/25;Sites 45
ALOJAMIENTO; 24.865.712 ;54;18/07/25;Sites 45
ALOJAMIENTO; 21.664.991 ;54;19/07/25;Sites 45
ALOJAMIENTO; 20.141.793 ;54;20/07/25;Sites 45
ALOJAMIENTO; 21.281.009 ;54;21/07/25;Sites 45
ALOJAMIENTO; 19.813.591 ;54;22/07/25;Sites 45
ALOJAMIENTO; 21.520.983 ;54;23/07/25;Sites 45
ALOJAMIENTO; 26.022.123 ;54;24/07/25;Sites 45
ALOJAMIENTO; 28.742.513 ;54;25/07/25;Sites 45
ALOJAMIENTO; 27.640.196 ;54;26/07/25;Sites 45
ALOJAMIENTO; 26.564.116 ;54;27/07/25;Sites 45
ALOJAMIENTO; 25.696.607 ;54;28/07/25;Sites 45
ALOJAMIENTO; 26.102.907 ;54;29/07/25;Sites 45
ALOJAMIENTO; 22.516.368 ;54;30/07/25;Sites 45
ALOJAMIENTO; 22.072.862 ;54;31/07/25;Sites 45
ALOJAMIENTO; 28.743.547 ;54;1/08/25;Sites 45
ALOJAMIENTO; 27.367.737 ;54;2/08/25;Sites 45
ALOJAMIENTO; 30.101.375 ;54;3/08/25;Sites 45
ALOJAMIENTO; 36.808.779 ;54;4/08/25;Sites 45
ALOJAMIENTO; 37.402.503 ;54;5/08/25;Sites 45
ALOJAMIENTO; 38.855.924 ;54;6/08/25;Sites 45
ALOJAMIENTO; 41.225.131 ;54;7/08/25;Sites 45
ALOJAMIENTO; 41.244.758 ;54;8/08/25;Sites 45
ALOJAMIENTO; 44.187.608 ;54;9/08/25;Sites 45
ALOJAMIENTO; 38.523.678 ;54;10/08/25;Sites 45
ALOJAMIENTO; 36.377.258 ;54;11/08/25;Sites 45
ALOJAMIENTO; 34.011.178 ;54;12/08/25;Sites 45
ALOJAMIENTO; 21.311.004 ;54;13/08/25;Sites 45
ALOJAMIENTO; 21.176.414 ;54;14/08/25;Sites 45
ALOJAMIENTO; 18.437.656 ;54;15/08/25;Sites 45
ALOJAMIENTO; 19.361.959 ;54;16/08/25;Sites 45
ALOJAMIENTO; 18.619.429 ;54;17/08/25;Sites 45
ALOJAMIENTO; 15.386.703 ;54;18/08/25;Sites 45
ALOJAMIENTO; 15.520.930 ;54;19/08/25;Sites 45
ALOJAMIENTO; 15.595.085 ;54;20/08/25;Sites 45
ALOJAMIENTO; 16.694.678 ;54;21/08/25;Sites 45
ALOJAMIENTO; 19.380.419 ;54;22/08/25;Sites 45
ALOJAMIENTO; 14.465.752 ;54;23/08/25;Sites 45
ALOJAMIENTO; 15.636.767 ;54;24/08/25;Sites 45
ALOJAMIENTO; 13.806.256 ;54;25/08/25;Sites 45
ALOJAMIENTO; 15.540.773 ;54;26/08/25;Sites 45
ALOJAMIENTO; 16.138.126 ;54;27/08/25;Sites 45
ALOJAMIENTO; 16.236.933 ;54;28/08/25;Sites 45
ALOJAMIENTO; 18.532.204 ;54;29/08/25;Sites 45
ALOJAMIENTO; 20.278.801 ;54;30/08/25;Sites 45
ALOJAMIENTO; 16.118.754 ;54;31/08/25;Sites 45
ALOJAMIENTO; 24.101.919 ;54;1/09/25;Sites 45
ALOJAMIENTO; 25.145.198 ;54;2/09/25;Sites 45
ALOJAMIENTO; 22.520.281 ;54;3/09/25;Sites 45
ALOJAMIENTO; 25.095.194 ;54;4/09/25;Sites 45
ALOJAMIENTO; 22.600.675 ;54;5/09/25;Sites 45
ALOJAMIENTO; 20.560.089 ;54;6/09/25;Sites 45
ALOJAMIENTO; 21.132.882 ;54;7/09/25;Sites 45
ALOJAMIENTO; 16.138.656 ;54;8/09/25;Sites 45
ALOJAMIENTO; 16.339.587 ;54;9/09/25;Sites 45
ALOJAMIENTO; 16.598.329 ;54;10/09/25;Sites 45
ALOJAMIENTO; 17.334.160 ;54;11/09/25;Sites 45
ALOJAMIENTO; 20.427.089 ;54;12/09/25;Sites 45
ALOJAMIENTO; 23.576.834 ;54;13/09/25;Sites 45
ALOJAMIENTO; 24.868.122 ;54;14/09/25;Sites 45
ALOJAMIENTO; 24.246.320 ;54;15/09/25;Sites 45
ALOJAMIENTO; 20.116.883 ;54;16/09/25;Sites 45
ALOJAMIENTO; 15.678.766 ;54;17/09/25;Sites 45
ALOJAMIENTO; 16.241.119 ;54;18/09/25;Sites 45
ALOJAMIENTO; 17.476.923 ;54;19/09/25;Sites 45
ALOJAMIENTO; 18.705.842 ;54;20/09/25;Sites 45
ALOJAMIENTO; 17.735.550 ;54;21/09/25;Sites 45
ALOJAMIENTO; 16.301.207 ;54;22/09/25;Sites 45
ALOJAMIENTO; 15.455.691 ;54;23/09/25;Sites 45
ALOJAMIENTO; 16.857.092 ;54;24/09/25;Sites 45
ALOJAMIENTO; 18.957.383 ;54;25/09/25;Sites 45
ALOJAMIENTO; 16.769.000 ;54;26/09/25;Sites 45
ALOJAMIENTO; 14.336.704 ;54;27/09/25;Sites 45
ALOJAMIENTO; 15.880.617 ;54;28/09/25;Sites 45
ALOJAMIENTO; 14.653.672 ;54;29/09/25;Sites 45
ALOJAMIENTO; 6.960.351 ;54;30/09/25;Sites 45
ALOJAMIENTO; 13.607.717 ;54;1/10/25;Sites 45
ALOJAMIENTO; 16.594.582 ;54;2/10/25;Sites 45
ALOJAMIENTO; 18.092.645 ;54;3/10/25;Sites 45
ALOJAMIENTO; 18.521.469 ;54;4/10/25;Sites 45
ALOJAMIENTO; 16.684.085 ;54;5/10/25;Sites 45
ALOJAMIENTO; 16.516.757 ;54;6/10/25;Sites 45
ALOJAMIENTO; 13.360.925 ;54;7/10/25;Sites 45
ALOJAMIENTO; 12.031.348 ;54;8/10/25;Sites 45
ALOJAMIENTO; 13.022.162 ;54;9/10/25;Sites 45
ALOJAMIENTO; 14.001.800 ;54;10/10/25;Sites 45
ALOJAMIENTO; 20.163.730 ;54;11/10/25;Sites 45
ALOJAMIENTO; 20.439.828 ;54;12/10/25;Sites 45
ALOJAMIENTO; 19.849.889 ;54;13/10/25;Sites 45
ALOJAMIENTO; 12.941.529 ;54;14/10/25;Sites 45
ALOJAMIENTO; 13.314.420 ;54;15/10/25;Sites 45
ALOJAMIENTO; 17.304.231 ;54;16/10/25;Sites 45
ALOJAMIENTO; 19.471.859 ;54;17/10/25;Sites 45
ALOJAMIENTO; 20.977.607 ;54;18/10/25;Sites 45
ALOJAMIENTO; 20.985.489 ;54;19/10/25;Sites 45
ALOJAMIENTO; 18.147.239 ;54;20/10/25;Sites 45
ALOJAMIENTO; 19.056.503 ;54;21/10/25;Sites 45
ALOJAMIENTO; 22.442.078 ;54;22/10/25;Sites 45
ALOJAMIENTO; 23.248.684 ;54;23/10/25;Sites 45
ALOJAMIENTO; 24.038.309 ;54;24/10/25;Sites 45
ALOJAMIENTO; 21.677.929 ;54;25/10/25;Sites 45
ALOJAMIENTO; 17.835.185 ;54;26/10/25;Sites 45
ALOJAMIENTO; 15.255.361 ;54;27/10/25;Sites 45
ALOJAMIENTO; 13.821.362 ;54;28/10/25;Sites 45
ALOJAMIENTO; 16.947.127 ;54;29/10/25;Sites 45
ALOJAMIENTO; 15.366.263 ;54;30/10/25;Sites 45
ALOJAMIENTO; 13.219.325 ;54;31/10/25;Sites 45
ALOJAMIENTO; 18.614.283 ;54;1/11/25;Sites 45
ALOJAMIENTO; 19.968.267 ;54;2/11/25;Sites 45
ALOJAMIENTO; 25.302.585 ;54;3/11/25;Sites 45
ALOJAMIENTO; 23.596.210 ;54;4/11/25;Sites 45
ALOJAMIENTO; 23.188.652 ;54;5/11/25;Sites 45
ALOJAMIENTO; 18.706.451 ;54;6/11/25;Sites 45
ALOJAMIENTO; 18.995.113 ;54;7/11/25;Sites 45
ALOJAMIENTO; 18.304.179 ;54;8/11/25;Sites 45
ALOJAMIENTO; 17.654.061 ;54;9/11/25;Sites 45
ALOJAMIENTO; 15.664.351 ;54;10/11/25;Sites 45
ALOJAMIENTO; 8.884.712 ;54;11/11/25;Sites 45
ALOJAMIENTO; 11.901.021 ;54;12/11/25;Sites 45
ALOJAMIENTO; 14.857.856 ;54;13/11/25;Sites 45
ALOJAMIENTO; 19.306.290 ;54;14/11/25;Sites 45
ALOJAMIENTO; 18.299.693 ;54;15/11/25;Sites 45
ALOJAMIENTO; 19.531.074 ;54;16/11/25;Sites 45
ALOJAMIENTO; 14.763.544 ;54;17/11/25;Sites 45
ALOJAMIENTO; 15.593.324 ;54;18/11/25;Sites 45
ALOJAMIENTO; 17.643.346 ;54;19/11/25;Sites 45
ALOJAMIENTO; 19.814.085 ;54;20/11/25;Sites 45
ALOJAMIENTO; 19.854.080 ;54;21/11/25;Sites 45
ALOJAMIENTO; 21.483.604 ;54;22/11/25;Sites 45
ALOJAMIENTO; 21.144.231 ;54;23/11/25;Sites 45
ALOJAMIENTO; 17.977.561 ;54;24/11/25;Sites 45
ALOJAMIENTO; 16.933.195 ;54;25/11/25;Sites 45
ALOJAMIENTO; 19.051.770 ;54;26/11/25;Sites 45
ALOJAMIENTO; 18.657.708 ;54;27/11/25;Sites 45
ALOJAMIENTO; 19.143.679 ;54;28/11/25;Sites 45
ALOJAMIENTO; 16.280.810 ;54;29/11/25;Sites 45
ALOJAMIENTO; 21.403.529 ;54;30/11/25;Sites 45
ALOJAMIENTO; 19.213.313 ;54;1/12/25;Sites 45
ALOJAMIENTO; 17.841.696 ;54;2/12/25;Sites 45
ALOJAMIENTO; 13.746.296 ;54;3/12/25;Sites 45
ALOJAMIENTO; 16.335.833 ;54;4/12/25;Sites 45
ALOJAMIENTO; 20.154.330 ;54;5/12/25;Sites 45
ALOJAMIENTO; 19.394.791 ;54;6/12/25;Sites 45
ALOJAMIENTO; 21.392.799 ;54;7/12/25;Sites 45
ALOJAMIENTO; 21.413.926 ;54;8/12/25;Sites 45
ALOJAMIENTO; 17.720.423 ;54;9/12/25;Sites 45
ALOJAMIENTO; 15.780.976 ;54;10/12/25;Sites 45
ALOJAMIENTO; 14.947.755 ;54;11/12/25;Sites 45
ALOJAMIENTO; 17.516.691 ;54;12/12/25;Sites 45
ALOJAMIENTO; 18.755.449 ;54;13/12/25;Sites 45
ALOJAMIENTO; 16.224.821 ;54;14/12/25;Sites 45
ALOJAMIENTO; 13.844.224 ;54;15/12/25;Sites 45
ALOJAMIENTO; 12.187.842 ;54;16/12/25;Sites 45
ALOJAMIENTO; 11.830.625 ;54;17/12/25;Sites 45
ALOJAMIENTO; 14.537.272 ;54;18/12/25;Sites 45
ALOJAMIENTO; 16.555.367 ;54;19/12/25;Sites 45
ALOJAMIENTO; 15.275.500 ;54;20/12/25;Sites 45
ALOJAMIENTO; 14.330.618 ;54;21/12/25;Sites 45
ALOJAMIENTO; 12.762.291 ;54;22/12/25;Sites 45
ALOJAMIENTO; 13.257.453 ;54;23/12/25;Sites 45
ALOJAMIENTO; 13.365.024 ;54;24/12/25;Sites 45
ALOJAMIENTO; 16.670.602 ;54;25/12/25;Sites 45
ALOJAMIENTO; 20.425.235 ;54;26/12/25;Sites 45
ALOJAMIENTO; 25.332.580 ;54;27/12/25;Sites 45
ALOJAMIENTO; 23.364.628 ;54;28/12/25;Sites 45
ALOJAMIENTO; 27.550.939 ;54;29/12/25;Sites 45
ALOJAMIENTO; 26.599.648 ;54;30/12/25;Sites 45
ALOJAMIENTO; 26.340.909 ;54;31/12/25;Sites 45
ALOJAMIENTO; 6.401.066 ;54;1/01/25;Sites BAQ
ALOJAMIENTO; 5.823.035 ;54;2/01/25;Sites BAQ
ALOJAMIENTO; 6.350.939 ;54;3/01/25;Sites BAQ
ALOJAMIENTO; 7.194.880 ;54;4/01/25;Sites BAQ
ALOJAMIENTO; 9.231.661 ;54;5/01/25;Sites BAQ
ALOJAMIENTO; 7.515.990 ;54;6/01/25;Sites BAQ
ALOJAMIENTO; 6.706.060 ;54;7/01/25;Sites BAQ
ALOJAMIENTO; 10.236.146 ;54;8/01/25;Sites BAQ
ALOJAMIENTO; 7.010.749 ;54;9/01/25;Sites BAQ
ALOJAMIENTO; 5.683.049 ;54;10/01/25;Sites BAQ
ALOJAMIENTO; 8.727.663 ;54;11/01/25;Sites BAQ
ALOJAMIENTO; 6.835.056 ;54;12/01/25;Sites BAQ
ALOJAMIENTO; 6.671.227 ;54;13/01/25;Sites BAQ
ALOJAMIENTO; 5.550.500 ;54;14/01/25;Sites BAQ
ALOJAMIENTO; 6.451.497 ;54;15/01/25;Sites BAQ
ALOJAMIENTO; 6.490.533 ;54;16/01/25;Sites BAQ
ALOJAMIENTO; 7.463.457 ;54;17/01/25;Sites BAQ
ALOJAMIENTO; 6.685.128 ;54;18/01/25;Sites BAQ
ALOJAMIENTO; 5.660.738 ;54;19/01/25;Sites BAQ
ALOJAMIENTO; 7.155.954 ;54;20/01/25;Sites BAQ
ALOJAMIENTO; 8.197.749 ;54;21/01/25;Sites BAQ
ALOJAMIENTO; 8.519.503 ;54;22/01/25;Sites BAQ
ALOJAMIENTO; 7.656.939 ;54;23/01/25;Sites BAQ
ALOJAMIENTO; 7.592.679 ;54;24/01/25;Sites BAQ
ALOJAMIENTO; 9.847.317 ;54;25/01/25;Sites BAQ
ALOJAMIENTO; 9.772.700 ;54;26/01/25;Sites BAQ
ALOJAMIENTO; 11.438.403 ;54;27/01/25;Sites BAQ
ALOJAMIENTO; 8.894.842 ;54;28/01/25;Sites BAQ
ALOJAMIENTO; 8.008.583 ;54;29/01/25;Sites BAQ
ALOJAMIENTO; 7.704.639 ;54;30/01/25;Sites BAQ
ALOJAMIENTO; 9.892.860 ;54;31/01/25;Sites BAQ
ALOJAMIENTO; 4.906.984 ;54;1/02/25;Sites BAQ
ALOJAMIENTO; 3.133.927 ;54;2/02/25;Sites BAQ
ALOJAMIENTO; 3.999.043 ;54;3/02/25;Sites BAQ
ALOJAMIENTO; 3.912.693 ;54;4/02/25;Sites BAQ
ALOJAMIENTO; 3.706.818 ;54;5/02/25;Sites BAQ
ALOJAMIENTO; 3.411.433 ;54;6/02/25;Sites BAQ
ALOJAMIENTO; 3.886.069 ;54;7/02/25;Sites BAQ
ALOJAMIENTO; 4.069.710 ;54;8/02/25;Sites BAQ
ALOJAMIENTO; 10.848.198 ;54;9/02/25;Sites BAQ
ALOJAMIENTO; 18.815.177 ;54;10/02/25;Sites BAQ
